miRNA id,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSMUSG00000065507,1.166448084,1.147834741,0.994036704,0.333445199,0.654016084,-5.453426132
ENSMUSG00000077903|ENSMUSG00000097034,0.794613052,-0.643648031,0.990694282,0.335030632,0.654280835,-5.477912709
ENSMUSG00000065414,-0.873795058,1.85800134,-0.982487671,0.338945657,0.657083185,-5.428986381
ENSMUSG00000093118,-0.766735282,-0.233686254,-0.98003302,0.340122836,0.657083185,-5.478299476
ENSMUSG00000076309|ENSMUSG00000111838,1.078712801,1.418986795,0.982609598,0.338887259,0.657083185,-5.448144968
ENSMUSG00000092990,-1.414627513,2.708315758,-0.964620989,0.34757893,0.666708338,-5.468400231
ENSMUSG00000076123,1.002923122,5.556770817,0.966933271,0.346453139,0.666708338,-5.594528519
ENSMUSG00000106653,1.088773469,-0.150562935,0.951707807,0.35391242,0.676449625,-5.503859568
ENSMUSG00000098896,-1.025697396,4.194788903,-0.948222484,0.355635345,0.677340815,-5.546886993
ENSMUSG00000098884,0.81824565,0.602111416,0.940203985,0.359620958,0.682520057,-5.501410431
ENSMUSG00000098906,-1.052032813,-0.723241419,-0.935082687,0.362182392,0.684969507,-5.528976991
ENSMUSG00000077921,0.777855882,5.83450126,0.929377283,0.365050546,0.687979874,-5.643890996
ENSMUSG00000065430,0.499375557,11.04006944,0.926406026,0.366550303,0.688399349,-5.948918865
ENSMUSG00000098783,-0.921835714,-0.582032393,-0.922762846,0.368394902,0.689461292,-5.536353833
ENSMUSG00000076255,-1.046626545,6.122814719,-0.91037276,0.37471504,0.694834329,-5.680601055
ENSMUSG00000065513,0.484871757,11.04642598,0.902587094,0.378723501,0.694834329,-5.97061817
ENSMUSG00000076011,0.546872809,9.365872706,0.90558673,0.377175753,0.694834329,-5.874782152
ENSMUSG00000098714,0.690762085,-0.693316396,0.902051034,0.379000543,0.694834329,-5.55764415
ENSMUSG00000093238,0.759460735,0.497602674,0.906471654,0.37671996,0.694834329,-5.532308735
ENSMUSG00000065445,1.212559775,5.699372642,0.909678146,0.375071503,0.694834329,-5.652132365
ENSMUSG00000098334,1.126239052,2.018279748,0.891275789,0.384598002,0.702706181,-5.527550852
ENSMUSG00000065556,-1.043811821,7.762640411,-0.868700306,0.39650235,0.713737459,-5.817398753
ENSMUSG00000088148,-0.629544194,6.354432846,-0.866008872,0.397937535,0.713737459,-5.732735994
ENSMUSG00000077886|ENSMUSG00000097400,0.66134907,-0.301158761,0.862569586,0.399776445,0.713737459,-5.581980718
ENSMUSG00000076399,0.815291306,2.415811568,0.872719411,0.394365518,0.713737459,-5.5423378
ENSMUSG00000098785,0.823859516,-0.537322801,0.862329822,0.399904847,0.713737459,-5.58678714
ENSMUSG00000065477,1.083461346,4.672585313,0.862568547,0.399777001,0.713737459,-5.634927681
ENSMUSG00000065465,1.110982367,2.876606071,0.865009409,0.398471354,0.713737459,-5.559318933
ENSMUSG00000098634,1.000661935,1.01360957,0.859353155,0.40150121,0.714221625,-5.565466112
ENSMUSG00000087993,-1.314039493,2.102997929,-0.83298788,0.415821394,0.714728987,-5.559715123
ENSMUSG00000099309,-1.073057375,-0.434095526,-0.836181036,0.414069797,0.714728987,-5.605438068
ENSMUSG00000098917,-1.046783054,-0.172053398,-0.824870811,0.420295329,0.714728987,-5.607987037
ENSMUSG00000098568,-1.019566417,0.067258409,-0.839354594,0.412333653,0.714728987,-5.587276861
ENSMUSG00000065619,-0.901082436,11.45648908,-0.844971108,0.409272553,0.714728987,-6.04367639
ENSMUSG00000099079,-0.868560855,4.712889645,-0.824770491,0.420350814,0.714728987,-5.673349898
ENSMUSG00000093003|ENSMUSG00000111586,-0.709637438,8.365215361,-0.84082621,0.411530174,0.714728987,-5.875622665
ENSMUSG00000098996|ENSMUSG00000099059,-0.609397729,1.724334338,-0.835839169,0.4142571,0.714728987,-5.55266415
ENSMUSG00000099069,0.679668739,-0.78668028,0.82957669,0.417697831,0.714728987,-5.618353963
ENSMUSG00000098413,0.715981327,0.98039045,0.848746137,0.407223364,0.714728987,-5.569111297
ENSMUSG00000065574,0.820083031,3.099054068,0.838566563,0.41276432,0.714728987,-5.584095005
ENSMUSG00000088373,0.837075509,4.443958882,0.845758736,0.408844458,0.714728987,-5.638138087
ENSMUSG00000098838,1.003628049,2.825216968,0.824867654,0.420297075,0.714728987,-5.589887543
ENSMUSG00000098737,1.086316645,0.815095695,0.841313173,0.411264523,0.714728987,-5.588128668
ENSMUSG00000099260,-1.346232363,0.99382343,-0.820561204,0.422683112,0.716434582,-5.566958386
ENSMUSG00000065562,0.860794997,1.469115994,0.815782984,0.425340597,0.718678939,-5.585672643
ENSMUSG00000098671,-0.87393787,0.133533848,-0.80764945,0.429888487,0.72409342,-5.610804621
ENSMUSG00000093120,-0.931378443,-0.330613287,-0.801450813,0.433374981,0.725155895,-5.630621818
ENSMUSG00000093215,-0.658668294,2.927889837,-0.799435237,0.434512481,0.725155895,-5.610581914
ENSMUSG00000065571,0.671223634,8.113614021,0.799359273,0.434555388,0.725155895,-5.889582769
ENSMUSG00000096628,0.67473876,-0.467103251,0.794207263,0.437471623,0.727769151,-5.638881112
ENSMUSG00000098623,-0.647881861,7.05295414,-0.786638682,0.441777842,0.732671559,-5.839881088
ENSMUSG00000098955,0.614736565,-0.587404274,0.783926635,0.443327279,0.732985899,-5.649424326
ENSMUSG00000065602,0.573143868,11.37284611,0.774742083,0.448599547,0.739434727,-6.094173538
ENSMUSG00000093232|ENSMUSG00000105621,0.539213958,11.35622033,0.758759222,0.457865913,0.752407705,-6.105477705
ENSMUSG00000104890|ENSMUSG00000105118,0.613710052,0.801872426,0.754494813,0.460357868,0.754203316,-5.640544989
ENSMUSG00000076050,0.65579925,3.221764255,0.747130598,0.46468057,0.756685278,-5.656722386
ENSMUSG00000093076,0.768393224,3.63578558,0.749014531,0.463572397,0.756685278,-5.672213151
ENSMUSG00000076219,-1.093138132,1.157882536,-0.733314465,0.472856283,0.759704148,-5.628832668
ENSMUSG00000099082,-0.826489101,0.066498203,-0.725568767,0.477477186,0.759704148,-5.673676154
ENSMUSG00000065555,-0.631744493,3.935761979,-0.717966291,0.482038624,0.759704148,-5.715470898
ENSMUSG00000093354,0.421119136,10.17660428,0.718999406,0.481417255,0.759704148,-6.069741936
ENSMUSG00000098922,0.555205134,-0.693640082,0.726088489,0.477166295,0.759704148,-5.693194267
ENSMUSG00000065468,0.701599077,9.886996448,0.738311077,0.469889647,0.759704148,-6.039225142
ENSMUSG00000088015,0.722153694,1.35193417,0.736662668,0.47086712,0.759704148,-5.645403185
ENSMUSG00000089357,0.744278074,4.290418409,0.718724737,0.481582409,0.759704148,-5.724971555
ENSMUSG00000093791|ENSMUSG00000080530|ENSMUSG00000093807|ENSMUSG00000094267|ENSMUSG00000096510|ENSMUSG00000080383|ENSMUSG00000096383|ENSMUSG00000096172,0.802238935,3.366427688,0.721186253,0.480103532,0.759704148,-5.680241898
ENSMUSG00000070080|ENSMUSG00000098321,0.992798931,0.549006545,0.739817761,0.468997279,0.759704148,-5.665186181
ENSMUSG00000099003,0.997451788,1.452825788,0.722500619,0.479314965,0.759704148,-5.665813327
ENSMUSG00000065434,-1.045167568,5.866405632,-0.705264032,0.489717016,0.769555311,-5.825454521
ENSMUSG00000089555,0.753354599,1.817264901,0.695532675,0.495647582,0.7766106,-5.66919374
ENSMUSG00000076241,0.844617091,-0.600901419,0.692619978,0.497430727,0.777145396,-5.714135663
ENSMUSG00000065548,0.640612828,5.951553798,0.687171404,0.500776264,0.780111001,-5.839667335
ENSMUSG00000093273,0.607193348,0.680027813,0.684345521,0.502516503,0.780565979,-5.694286305
ENSMUSG00000065493,-0.531077129,9.135536447,-0.666657623,0.51348756,0.795315502,-6.049005169
ENSMUSG00000098442,0.64467127,-0.181748609,0.661641892,0.516623086,0.797879207,-5.725436327
ENSMUSG00000104854,0.492190664,-0.899891887,0.655705145,0.520348254,0.801336312,-5.742561555
ENSMUSG00000098516,0.516481393,-0.873994024,0.636344514,0.532600321,0.817867729,-5.754304925
ENSMUSG00000070076|ENSMUSG00000099044,-0.597012966,8.51948995,-0.625739011,0.539378498,0.825326285,-6.038947385
ENSMUSG00000105913,0.836982679,6.162974807,0.623960413,0.540519812,0.825326285,-5.891252591
ENSMUSG00000099254,-0.717946203,-0.219606035,-0.608746801,0.550335575,0.833426272,-5.759671383
ENSMUSG00000098996|ENSMUSG00000099059,-0.534506702,1.645553799,-0.60616677,0.552009609,0.833426272,-5.709405981
ENSMUSG00000105196,-0.46408331,9.703692795,-0.609882811,0.549599345,0.833426272,-6.117605145
ENSMUSG00000065420,-0.459531574,9.710686062,-0.606215162,0.551978185,0.833426272,-6.120224125
ENSMUSG00000098958,0.680741279,0.960043552,0.601572357,0.554997367,0.835596594,-5.74004913
ENSMUSG00000065474,-0.513565587,3.617884689,-0.596078102,0.558581527,0.837328422,-5.775885095
ENSMUSG00000065492,0.488052847,0.638286597,0.595048404,0.559254605,0.837328422,-5.745981626
ENSMUSG00000093011,0.653669027,6.811532998,0.590988634,0.561912489,0.838977373,-5.948926544
ENSMUSG00000065453,-0.328098989,11.94406672,-0.577804881,0.570589202,0.84957895,-6.259451293
ENSMUSG00000099197,-0.550203567,-0.210256765,-0.569071139,0.576375132,0.853899786,-5.782245302
ENSMUSG00000098811,0.572161777,-0.31425109,0.568642912,0.576659596,0.853899786,-5.782937374
ENSMUSG00000065544,-0.736503928,3.12582044,-0.564963438,0.579106759,0.855174091,-5.771916085
ENSMUSG00000070100,-0.489063608,5.149162086,-0.557602609,0.58401817,0.860070474,-5.874349784
ENSMUSG00000106278,0.486727615,-0.520122859,0.54912593,0.589700078,0.865612284,-5.798428223
ENSMUSG00000065460,0.803593441,2.268704859,0.547202528,0.590993174,0.865612284,-5.761959096
ENSMUSG00000098787,-0.515288086,-0.416180386,-0.540802624,0.595305968,0.86956617,-5.800311291
ENSMUSG00000098771,-0.852721479,1.371730022,-0.53540635,0.598954508,0.870179191,-5.747719452
ENSMUSG00000098497,0.534803224,0.155825752,0.535456906,0.598920275,0.870179191,-5.793393862
ENSMUSG00000093763,0.415779998,-0.376568944,0.532321435,0.601045221,0.870869285,-5.803802221
ENSMUSG00000098759,-0.471257879,-0.469722757,-0.519199126,0.609978227,0.881443069,-5.812003586
ENSMUSG00000098346,-0.538991398,0.264956778,-0.506770861,0.618497361,0.888986873,-5.798135781
ENSMUSG00000076140,0.554731874,4.580073418,0.508014787,0.617642155,0.888986873,-5.867232513
ENSMUSG00000065611,0.236004157,10.95161054,0.503153712,0.620987358,0.890191984,-6.245849799
ENSMUSG00000105458,0.404047637,9.238573657,0.497512843,0.624879873,0.893395893,-6.151712672
ENSMUSG00000093176,-0.976274646,2.163190957,-0.473049812,0.641891371,0.896309265,-5.783427612
ENSMUSG00000077972,-0.648429257,-0.827417117,-0.487327712,0.631936977,0.896309265,-5.833262334
ENSMUSG00000098625,-0.626751422,-0.678382046,-0.467756791,0.645599567,0.896309265,-5.839668633
ENSMUSG00000076144,-0.588886305,5.560282758,-0.463475063,0.648606288,0.896309265,-5.943937249
ENSMUSG00000092679,-0.578299168,2.946142198,-0.461481769,0.65000815,0.896309265,-5.815815265
ENSMUSG00000098602,-0.574018874,-0.31709542,-0.478628949,0.637993197,0.896309265,-5.828952268
ENSMUSG00000065412,-0.538489719,3.635410465,-0.483061081,0.634904161,0.896309265,-5.836199976
ENSMUSG00000099036,0.295244375,10.28811542,0.461211442,0.650198372,0.896309265,-6.23002609
ENSMUSG00000065534,0.313240006,7.785706892,0.467688588,0.645647411,0.896309265,-6.078771111
ENSMUSG00000065476,0.383107857,7.879772229,0.462388827,0.649370059,0.896309265,-6.08651068
ENSMUSG00000098579,0.430741116,-0.198260719,0.472793185,0.642070937,0.896309265,-5.829056631
ENSMUSG00000093296,0.451704498,-0.30401321,0.462316099,0.649421211,0.896309265,-5.835787501
ENSMUSG00000089139,0.647532412,5.1146444,0.474237973,0.641060293,0.896309265,-5.911969142
ENSMUSG00000065399,0.686658407,2.271850796,0.470161091,0.643913964,0.896309265,-5.798255949
ENSMUSG00000065599,0.358535132,10.46945777,0.454305985,0.655065917,0.898423739,-6.242285384
ENSMUSG00000105220,0.386162088,2.431668806,0.455613604,0.654142966,0.898423739,-5.804172809
ENSMUSG00000065500,0.450079262,9.937275981,0.451416066,0.657107723,0.898936708,-6.21241938
ENSMUSG00000065589,-0.638044943,8.055207951,-0.444819881,0.66177851,0.900754083,-6.108351928
ENSMUSG00000105904,0.377107469,9.120411803,0.445130982,0.661557894,0.900754083,-6.169655215
ENSMUSG00000070072|ENSMUSG00000098576,-0.712000126,-0.056104457,-0.442342296,0.66353661,0.900820106,-5.836586181
ENSMUSG00000105399,0.24535325,8.489445686,0.440043591,0.665169577,0.900820106,-6.134781862
ENSMUSG00000076251,-0.303596039,9.426263122,-0.435152251,0.668650052,0.903264105,-6.193292915
ENSMUSG00000092985,-0.309025051,4.482329354,-0.432776518,0.670343325,0.90328763,-5.899459748
ENSMUSG00000076146,-0.474191463,0.11686126,-0.429855266,0.672427904,0.903837008,-5.835913837
ENSMUSG00000098954,-0.532049428,0.141593008,-0.425209107,0.675748993,0.905848574,-5.840175628
ENSMUSG00000099043,0.372412597,-0.728952001,0.423062568,0.677285669,0.905848574,-5.861007601
ENSMUSG00000099227,-0.423425628,6.963448044,-0.420332402,0.679242262,0.90621678,-6.051947793
ENSMUSG00000076456,-0.405856819,4.1872156,-0.417288683,0.681426334,0.906885911,-5.890572176
ENSMUSG00000065511,-0.384719552,-0.196632083,-0.410424393,0.686362548,0.909532046,-5.857628176
ENSMUSG00000065436,-0.258132911,11.32169204,-0.404093947,0.690927785,0.909532046,-6.312259077
ENSMUSG00000093007,-0.247040384,7.327481021,-0.400480305,0.693539278,0.909532046,-6.081823085
ENSMUSG00000099050,0.373731655,-0.591709847,0.404519534,0.690620485,0.909532046,-5.866904599
ENSMUSG00000092781,0.383238524,7.689640259,0.401092539,0.693096552,0.909532046,-6.102636852
ENSMUSG00000065495,0.588525707,3.239027682,0.4014494,0.692838547,0.909532046,-5.848234848
ENSMUSG00000070106,-0.412958245,-0.530436424,-0.388508051,0.702219461,0.912121552,-5.870493182
ENSMUSG00000065528,0.251860629,11.69161466,0.387129164,0.70322193,0.912121552,-6.338381241
ENSMUSG00000065541,0.322525942,9.183259767,0.388287822,0.702379533,0.912121552,-6.197521971
ENSMUSG00000092787,0.339238434,-0.557036502,0.388585948,0.702162846,0.912121552,-5.872269876
ENSMUSG00000065501,0.602592718,1.284147129,0.384059721,0.705455466,0.912121552,-5.832216906
ENSMUSG00000065542,0.697423914,1.352492138,0.383768772,0.705667323,0.912121552,-5.837631618
ENSMUSG00000105972,0.272102376,7.316845618,0.378084234,0.709811534,0.913098847,-6.089306517
ENSMUSG00000065564,0.300071567,12.72453891,0.379974201,0.708432645,0.913098847,-6.395075829
ENSMUSG00000093081,-0.354905874,0.648549001,-0.371722949,0.714460184,0.916644306,-5.841472345
ENSMUSG00000104858|ENSMUSG00000107170,0.487736344,1.043412169,0.369661754,0.715968929,0.916644306,-5.841014451
ENSMUSG00000065520,-0.213217281,8.432348384,-0.366375027,0.718377225,0.917548162,-6.162561953
ENSMUSG00000065428,-0.409783458,1.144255643,-0.356302302,0.725776693,0.922626503,-5.829968478
ENSMUSG00000089214,0.356605635,0.403222852,0.357837794,0.724646895,0.922626503,-5.864796456
ENSMUSG00000076122,0.292278769,3.215009433,0.349900172,0.730494267,0.926438611,-5.866529465
ENSMUSG00000076972,-0.563409638,0.9672873,-0.283514349,0.780033617,0.92907325,-5.855935948
ENSMUSG00000098973,-0.447765381,10.10937155,-0.301565594,0.76645646,0.92907325,-6.281422605
ENSMUSG00000105428,-0.37463451,3.761826982,-0.286420729,0.77784254,0.92907325,-5.915772963
ENSMUSG00000099226,-0.349739611,3.02546319,-0.305978829,0.763148685,0.92907325,-5.876278263
ENSMUSG00000065442,-0.316014587,7.051303212,-0.28763036,0.776931182,0.92907325,-6.103580201
ENSMUSG00000098764,-0.309029687,2.07883825,-0.304300635,0.764405963,0.92907325,-5.847711801
ENSMUSG00000106169,-0.304828879,1.062724264,-0.304929947,0.763934413,0.92907325,-5.851882417
ENSMUSG00000106406,-0.291251636,-0.491498085,-0.291240437,0.774213267,0.92907325,-5.902447829
ENSMUSG00000065515,-0.242910621,5.915515613,-0.319593031,0.752974472,0.92907325,-6.020824413
ENSMUSG00000099324,-0.208270506,3.456432639,-0.301654422,0.766389836,0.92907325,-5.894981053
ENSMUSG00000092995,0.181935907,11.14489472,0.331022323,0.744468824,0.92907325,-6.329366722
ENSMUSG00000065606,0.184056053,11.13535918,0.332999392,0.743000885,0.92907325,-6.32817073
ENSMUSG00000076460,0.203676758,8.847267077,0.310974368,0.759410126,0.92907325,-6.20497623
ENSMUSG00000065409|ENSMUSG00000105585,0.227530146,9.832531024,0.298904328,0.768453353,0.92907325,-6.265694821
ENSMUSG00000070110,0.232453197,2.129401107,0.291392846,0.774098589,0.92907325,-5.855209258
ENSMUSG00000099286,0.27636079,1.550867846,0.282451686,0.780835217,0.92907325,-5.85821313
ENSMUSG00000092741,0.27845875,9.091627772,0.3266213,0.747740119,0.92907325,-6.214540151
ENSMUSG00000065485,0.283181593,-0.647063175,0.297276409,0.769675693,0.92907325,-5.903842397
ENSMUSG00000098826,0.288584496,-0.394915206,0.336350388,0.740515149,0.92907325,-5.887146378
ENSMUSG00000104618,0.303721448,9.264205517,0.330125826,0.74513479,0.92907325,-6.22369752
ENSMUSG00000093080,0.304246601,1.4059562,0.284116823,0.779579265,0.92907325,-5.859670546
ENSMUSG00000093037,0.306096432,1.057857884,0.284117442,0.779578797,0.92907325,-5.861700421
ENSMUSG00000065498,0.347965572,0.71984027,0.332482068,0.743384892,0.92907325,-5.858690401
ENSMUSG00000076379,0.379700123,0.481009504,0.336727263,0.74023577,0.92907325,-5.863607859
ENSMUSG00000092998,0.386129122,9.73787931,0.302093226,0.766060748,0.92907325,-6.256603912
ENSMUSG00000104755,0.417636506,5.519110368,0.316678639,0.755148624,0.92907325,-5.99718977
ENSMUSG00000065505,0.422733526,6.88479699,0.308385601,0.761346751,0.92907325,-6.081913502
ENSMUSG00000093293,0.422923995,-0.747486043,0.337922167,0.739350229,0.92907325,-5.892842985
ENSMUSG00000099063,-0.348284474,1.685837768,-0.279172912,0.783310092,0.929965065,-5.849030913
ENSMUSG00000098473,0.211956882,0.504579299,0.275045127,0.786429199,0.931616128,-5.882819945
ENSMUSG00000065409|ENSMUSG00000105585,0.203511337,9.822208153,0.267654901,0.792022799,0.936184843,-6.274172614
ENSMUSG00000070140,-0.426756094,0.057524538,-0.246175275,0.808345603,0.936628454,-5.900240171
ENSMUSG00000065416,-0.403650973,7.525559021,-0.239744303,0.81325068,0.936628454,-6.146352094
ENSMUSG00000065401,-0.38504821,4.146924837,-0.263009812,0.795544608,0.936628454,-5.939214541
ENSMUSG00000106581,-0.28221912,1.253861356,-0.241309263,0.812056302,0.936628454,-5.863945388
ENSMUSG00000096377,-0.275513859,0.918520056,-0.247578448,0.807276443,0.936628454,-5.868453226
ENSMUSG00000093315,-0.268296509,5.362054383,-0.244654312,0.809504953,0.936628454,-6.009707911
ENSMUSG00000065587,-0.218452649,3.101923072,-0.260984608,0.797081498,0.936628454,-5.89054331
ENSMUSG00000098756,0.193824157,7.574936882,0.253628586,0.802670988,0.936628454,-6.144985922
ENSMUSG00000104890|ENSMUSG00000105118,0.210607528,0.684979136,0.24686478,0.80782018,0.936628454,-5.882730761
ENSMUSG00000098808,0.282312326,0.302412045,0.257349088,0.799842564,0.936628454,-5.897282733
ENSMUSG00000098419,0.294112483,2.021728873,0.248152217,0.806839368,0.936628454,-5.86748952
ENSMUSG00000106436,0.305094061,0.127592175,0.24382919,0.81013409,0.936628454,-5.904106351
,-0.368613021,2.16302122,-0.229975721,0.820716617,0.940546025,-5.87044462
ENSMUSG00000065586,0.318117964,4.172321266,0.230457446,0.820348024,0.940546025,-5.945896743
ENSMUSG00000094253,0.376840291,4.046435276,0.22844628,0.821887158,0.940546025,-5.93710447
ENSMUSG00000077980,-0.415438514,1.246199682,-0.224624531,0.824813967,0.941895611,-5.865174196
ENSMUSG00000092958,-0.274137395,3.723784448,-0.218871476,0.829224805,0.944930591,-5.928830556
ENSMUSG00000093254,-0.37863087,3.167024488,-0.208478422,0.837207843,0.946288145,-5.905819878
ENSMUSG00000098881,0.193422986,-0.544165133,0.208178263,0.837438673,0.946288145,-5.924805139
ENSMUSG00000098389,0.209927657,1.593227666,0.210855988,0.835379963,0.946288145,-5.871601133
ENSMUSG00000065443,0.396160858,1.10611693,0.209337867,0.836546988,0.946288145,-5.885499568
ENSMUSG00000092807,0.144495271,6.131577292,0.203632407,0.840936416,0.948252569,-6.062962186
ENSMUSG00000065539,-0.347202399,0.216638889,-0.187987545,0.852999755,0.94838052,-5.906290316
ENSMUSG00000099311,-0.263332379,-0.741132882,-0.187512674,0.853366516,0.94838052,-5.930458418
ENSMUSG00000065575,-0.182389713,1.791310912,-0.191632257,0.850185959,0.94838052,-5.870953776
ENSMUSG00000065547,0.114410522,6.588901876,0.193744192,0.848556444,0.94838052,-6.094325476
ENSMUSG00000104813|ENSMUSG00000070065,0.145011414,6.785548335,0.187650231,0.853260271,0.94838052,-6.107136986
ENSMUSG00000089371,0.180969219,0.7799393,0.190645531,0.85094753,0.94838052,-5.892039337
ENSMUSG00000065455,0.241928962,14.94151664,0.195030622,0.847564212,0.94838052,-6.547743608
ENSMUSG00000070128,0.248630117,-0.098364335,0.181903751,0.857701083,0.951236386,-5.920615479
ENSMUSG00000065561,-0.205951983,1.605286671,-0.159338365,0.875185285,0.960743113,-5.874668626
ENSMUSG00000099267,-0.126738744,2.436508717,-0.16378302,0.87173592,0.960743113,-5.888981074
ENSMUSG00000080626,0.13485763,-0.787619235,0.161002667,0.873893365,0.960743113,-5.936372555
ENSMUSG00000070077,0.168705822,2.124992672,0.164580719,0.871117128,0.960743113,-5.883125056
ENSMUSG00000065536,0.18118336,9.705244652,0.168079372,0.868404164,0.960743113,-6.290245965
ENSMUSG00000065408,-0.278328601,1.001945336,-0.12273494,0.903683668,0.964858308,-5.890623211
ENSMUSG00000093515,-0.216591817,2.457274975,-0.136443251,0.892992788,0.964858308,-5.891238185
ENSMUSG00000098769,-0.159173317,2.231482486,-0.128282606,0.899354732,0.964858308,-5.886768619
ENSMUSG00000098701,-0.145288851,-0.859947809,-0.135012723,0.894107483,0.964858308,-5.941055881
ENSMUSG00000106145,-0.142186132,-0.544672767,-0.144636638,0.886612832,0.964858308,-5.934662821
ENSMUSG00000099075,-0.139863285,0.277610527,-0.126602349,0.900665528,0.964858308,-5.91965774
ENSMUSG00000098293,-0.124542042,-0.102942402,-0.130633472,0.897521284,0.964858308,-5.929745496
ENSMUSG00000093618,-0.118084228,0.127200351,-0.12233578,0.903995261,0.964858308,-5.924747934
ENSMUSG00000080452|ENSMUSG00000099007,-0.105513657,4.623395495,-0.129983371,0.898028241,0.964858308,-5.98957421
ENSMUSG00000104813|ENSMUSG00000070065,0.09193224,6.756627209,0.122435239,0.90391762,0.964858308,-6.115852958
ENSMUSG00000099181,0.115296329,-0.037207854,0.148578863,0.883545946,0.964858308,-5.925731571
ENSMUSG00000065486,0.147716776,2.595138111,0.147351468,0.884500607,0.964858308,-5.896264933
ENSMUSG00000065451,0.174909951,8.568728095,0.134590037,0.894436893,0.964858308,-6.228188922
ENSMUSG00000094210|ENSMUSG00000097499,0.180507059,4.289111606,0.124397497,0.902386015,0.964858308,-5.969554993
ENSMUSG00000065502,-0.144567562,-0.91994968,-0.11438764,0.910203023,0.967694346,-5.944786893
ENSMUSG00000065417,-0.116692824,8.669791996,-0.109370669,0.914124537,0.967694346,-6.238363616
ENSMUSG00000093042,-0.106215983,-0.027256668,-0.111282548,0.912629844,0.967694346,-5.930238469
ENSMUSG00000098646,-0.087833009,0.400531216,-0.100562064,0.921015212,0.967694346,-5.916838507
ENSMUSG00000065590,-0.065631608,5.84620838,-0.102599068,0.91942114,0.967694346,-6.061991698
ENSMUSG00000098540,0.095631969,2.530076136,0.113257238,0.911086398,0.967694346,-5.899101089
ENSMUSG00000070129|ENSMUSG00000098913,0.149340002,0.846945717,0.101617415,0.920189297,0.967694346,-5.901896626
ENSMUSG00000065426,0.213732141,0.857946946,0.103860709,0.918434009,0.967694346,-5.905921413
ENSMUSG00000105799,-0.175101789,5.907103834,-0.094295646,0.925921177,0.969070901,-6.065933056
ENSMUSG00000070138,-0.163168792,-0.117818483,-0.094613164,0.925672517,0.969070901,-5.934156128
ENSMUSG00000098457,0.087558693,-0.058500948,0.091576116,0.928051254,0.969417879,-5.932495203
ENSMUSG00000098957,-0.069659752,0.442525357,-0.079288271,0.937682473,0.972839047,-5.917651054
ENSMUSG00000070074,-0.058878361,10.03462626,-0.078187174,0.93854602,0.972839047,-6.32049831
ENSMUSG00000065508,0.046728801,8.543308149,0.082911023,0.93484186,0.972839047,-6.232811859
ENSMUSG00000098706,0.078253616,0.08087666,0.081118297,0.936247433,0.972839047,-5.930908095
ENSMUSG00000065415,-0.116512551,-0.052778298,-0.068543161,0.94611267,0.973196048,-5.934284502
ENSMUSG00000065429,-0.058174605,6.697270661,-0.070235285,0.944784634,0.973196048,-6.120585526
ENSMUSG00000065523|ENSMUSG00000107367,0.064634861,10.05062134,0.07121286,0.944017475,0.973196048,-6.321065045
ENSMUSG00000065400,0.068212639,1.190235181,0.070488407,0.944585989,0.973196048,-5.893820629
ENSMUSG00000076361,-0.049342351,12.78270489,-0.063437987,0.950120351,0.975456893,-6.471336477
ENSMUSG00000098343,-0.069303119,11.28683738,-0.059137232,0.953497612,0.977063143,-6.390824318
ENSMUSG00000088491,-0.04598825,-0.615367411,-0.05586787,0.95606556,0.977835554,-5.94466161
ENSMUSG00000065473,0.087813369,8.494130255,0.048895692,0.961543535,0.981575692,-6.23220457
ENSMUSG00000065616,-0.056788875,-0.058932344,-0.039198451,0.969165782,0.985623314,-5.936032934
ENSMUSG00000105200,0.022118427,14.0379014,0.040547714,0.968105031,0.985623314,-6.531367773
ENSMUSG00000070108,-0.023267308,6.412509504,-0.030841167,0.975737275,0.986876163,-6.102985374
ENSMUSG00000099261,0.031899132,-0.434147441,0.033684201,0.973501518,0.986876163,-5.943486423
ENSMUSG00000076288,0.037191731,7.631389948,0.030646297,0.975890529,0.986876163,-6.180122535
ENSMUSG00000104740,-0.019697792,7.138524566,-0.020561794,0.983822547,0.99117823,-6.14991767
ENSMUSG00000076256,0.04132275,8.430542614,0.022576903,0.982237387,0.99117823,-6.229474402
ENSMUSG00000065592,0.022040325,0.218593187,0.018145016,0.985723766,0.991240877,-5.9285352
ENSMUSG00000088752,0.012184481,5.604054091,0.015392058,0.987889557,0.991568847,-6.052508544
ENSMUSG00000065518,0.005316097,12.79283508,0.00627103,0.995065794,0.995065794,-6.473390507
ENSMUSG00000065540,0.013541464,6.456127706,0.007075071,0.994433164,0.995065794,-6.104222996
