miRNA id,logFC,AveExpr,t,P.Value,adj.P.Val,B,mature
MI0000143,-3.655890868,6.413124288,-3.762580028,0.001435836,0.030956633,-0.955148389,MIMAT0004523|MIMAT0000127_1
MI0000165,2.221546658,11.26602456,3.767844173,0.00141913,0.030956633,-1.072806301,MIMAT0000151|MIMAT0000152
MI0014697,-2.499476833,8.866626745,-3.671888494,0.00175649,0.036413396,-1.202887291,MIMAT0015641
MI0004660,-4.585300314,2.73703918,-3.637564154,0.001895656,0.037842913,-1.173437266,MIMAT0003471_1
MI0000138,1.951973844,13.50522172,3.615538562,0.001990679,0.038320574,-1.465821301,MIMAT0000122|MIMAT0004520
MI0026026,-4.702548489,2.56599878,-3.553459063,0.002284732,0.042464494,-1.33890606,MIMAT0031400
MI0018011,-7.034792823,12.09372,-3.530873265,0.002402086,0.043157478,-1.585029197,MIMAT0020610
MI0004686,-4.329644156,6.009195504,-3.367281515,0.003450014,0.058111177,-1.745302187,MIMAT0003492|MIMAT0022931
MI0000690,1.749395931,8.523346113,3.368367554,0.00344175,0.058111177,-1.812862352,MIMAT0000653|MIMAT0004661
MI0022906,3.081219409,0.963000514,3.342745429,0.003642017,0.059486271,-1.75108098,MIMAT0028018|MIMAT0028019
MI0022772,-3.359566099,0.403610594,-3.30864275,0.003926467,0.061429061,-1.805953551,MIMAT0027750|MIMAT0027751
MI0004133,-3.190998589,8.056853187,-3.284468932,0.004141229,0.061429061,-1.971948745,MIMAT0003731|MIMAT0004821
MI0000407,1.810179784,8.792649204,3.299809385,0.004003642,0.061429061,-1.961862824,MIMAT0000386|MIMAT0004582
MI0000576,2.003192581,10.43992084,3.27625081,0.004216837,0.061429061,-2.069977459,MIMAT0004631|MIMAT0000535
MI0004699,-4.817547498,6.690092464,-3.241248873,0.004554337,0.06459967,-2.01311537,MIMAT0003505
MI0014706,-2.537865733,3.896928034,-3.170453839,0.005319942,0.07168622,-2.092012706,MIMAT0015645
MI0000719,2.520523629,13.80612993,3.176525063,0.005249624,0.07168622,-2.394298274,MIMAT0000539|MIMAT0017066
MI0000578,1.797108059,11.0970864,3.144385232,0.005632489,0.074046618,-2.367877497,MIMAT0004633|MIMAT0000537
MI0009957,2.611012148,0.430388606,3.055913251,0.006832785,0.087687409,-2.30263117,MIMAT0009433
MI0000581,1.621335469,10.43319243,3.012180297,0.007514774,0.094196821,-2.610099799,MIMAT0000540|MIMAT0004636
MI0006303,-2.182472954,4.251099664,-2.988342368,0.007913913,0.096945435,-2.44850452,MIMAT0005856
MI0022861,-4.299400079,2.177899607,-2.977800377,0.00809692,0.096983108,-2.4496696,MIMAT0027928|MIMAT0027929
MI0000233,1.538100866,15.6862567,2.923329464,0.009109838,0.10674354,-2.978627828,MIMAT0000221|MIMAT0004542
MI0000147,1.794213784,12.68539318,2.878520576,0.050034025,0.11507105,-2.967139733,MIMAT0000132|MIMAT0004525
MI0014049,2.511281401,0.082189879,2.851265231,0.010639767,0.119475718,-2.688572788,MIMAT0014880|MIMAT0014881
MI0018042,-3.676126435,-0.012417693,-2.819888056,0.011380781,0.120279232,-2.732772244,MIMAT0020641
MI0022928,-3.615677821,-0.068370519,-2.824523706,0.011268258,0.120279232,-2.724279223,MIMAT0028062|MIMAT0028063
MI0024983,-2.660455328,2.652705418,-2.832201913,0.011084233,0.120279232,-2.71500722,MIMAT0029792|MIMAT0029793
MI0025012,-3.277040019,0.423354411,-2.761102275,0.0129048,0.122869722,-2.839026081,MIMAT0029850|MIMAT0029851
MI0022825,-3.209336746,1.568558681,-2.749723424,0.013221603,0.122869722,-2.862910479,MIMAT0027856|MIMAT0027857
MI0009954,-2.705880467,-0.321238678,-2.749770887,0.013220266,0.122869722,-2.867748486,MIMAT0009430
MI0000689,1.111065333,12.17504222,2.76216991,0.012875452,0.122869722,-3.183119902,MIMAT0017049|MIMAT0000652
MI0000549,1.609627336,13.42619689,2.767152749,0.012739323,0.122869722,-3.217801884,MIMAT0000515|MIMAT0017011
MI0000709,1.717177332,14.7284214,2.751609802,0.013168573,0.122869722,-3.294067054,MIMAT0017060|MIMAT0000669
MI0001642,2.302351482,0.60383834,2.780131402,0.012391206,0.122869722,-2.820462702,MIMAT0017178|MIMAT0001537
MI0022909,-3.300790004,1.519236245,-2.729075003,0.013815609,0.126213786,-2.901254184,MIMAT0028024|MIMAT0028025
MI0022885,-3.726071202,0.818000573,-2.680089862,0.015328626,0.137702159,-2.989933433,MIMAT0027976|MIMAT0027977
MI0019194,-4.243723249,1.517332394,-2.650007801,0.016334832,0.139124155,-3.055069665,MIMAT0022379|MIMAT0022380
MI0008320,-3.652335308,-0.296304076,-2.64559962,0.016487464,0.139124155,-3.054054903,MIMAT0007871
MI0004650,-3.381089447,0.071629839,-2.644682774,0.01651938,0.139124155,-3.053079493,MIMAT0003464
MI0009937,2.147080152,3.012025302,2.653487865,0.016215286,0.139124155,-3.048722107,MIMAT0009413|MIMAT0017343
MI0022778,-3.367771684,-0.210256765,-2.548714267,0.020205088,0.165008221,-3.22831235,MIMAT0027762|MIMAT0027763
MI0000708,-2.431594347,4.702669497,-2.552437678,0.020048606,0.165008221,-3.277512818,MIMAT0000668|MIMAT0017059
MI0022823,-3.611225333,-0.024807137,-2.530329823,0.020994803,0.167737479,-3.259194924,MIMAT0027852|MIMAT0027853
MI0000142,1.207848681,15.09376539,2.526528603,0.021161686,0.167737479,-3.749432623,MIMAT0004522|MIMAT0000126
MI0004692,-2.228942975,3.766245366,-2.49983088,0.022369544,0.174741802,-3.34569077,MIMAT0004828|MIMAT0003498
MI0014084,-3.026492844,1.425422439,-2.474861232,0.023557781,0.178840057,-3.35606071,MIMAT0014903|MIMAT0014904
MI0014023,2.252463964,0.7948818,2.477629659,0.023423169,0.178840057,-3.3713106,MIMAT0014828|MIMAT0014829
MI0000170,2.111127401,11.98852504,2.457456962,0.024420858,0.18281726,-3.758380559,MIMAT0000158|MIMAT0016989
MI0004687,-2.579579176,2.450154302,-2.398534455,0.027568301,0.195517292,-3.49194258,MIMAT0003493
MI0000621,1.505880438,9.332980559,2.410094265,0.026922328,0.195517292,-3.726776064,MIMAT0000584|MIMAT0004649
MI0031121,1.815718974,-0.02543283,2.406332745,0.027130954,0.195517292,-3.495237735,MIMAT0036461|MIMAT0036462
MI0000617,1.960123717,10.40598211,2.400520599,0.027456292,0.195517292,-3.792718682,MIMAT0017036|MIMAT0000580
MI0000137,1.284866812,10.12897484,2.378877357,0.028700141,0.200900988,-3.822236819,MIMAT0000121|MIMAT0004519
MI0000561,1.070885891,9.407287368,2.369126094,0.029277578,0.202315572,-3.807015344,MIMAT0000524|MIMAT0017016
MI0000693,1.510702593,9.048846113,2.350764478,0.030394415,0.207374552,-3.821804951,MIMAT0000656|MIMAT0004662
MI0009932,2.150338922,4.433433014,2.333281032,0.031494607,0.212194914,-3.648506768,MIMAT0009408|MIMAT0017342
MI0000580,1.931064004,10.22654517,2.267135707,0.036000481,0.239558754,-4.024323384,MIMAT0004635|MIMAT0000539_1
MI0021908,1.399546299,9.618542985,2.25022223,0.037244799,0.244816422,-4.029763866,MIMAT0025123
MI0022763,-2.560254824,-0.125655009,-2.214437864,0.040009287,0.250755883,-3.809478072,MIMAT0027732|MIMAT0027733
MI0001447,1.221025299,9.436802842,2.215464969,0.039927374,0.250755883,-4.08242477,MIMAT0004750|MIMAT0001342
MI0000229,1.8531184,-0.216031184,2.218375079,0.039696125,0.250755883,-3.819672495,MIMAT0016997|MIMAT0000216
MI0000724,2.311170722,4.128435076,2.218857174,0.039657935,0.250755883,-3.834265009,MIMAT0000674|MIMAT0017068
MI0022922,-2.745396785,-0.564065338,-2.198211551,0.041324038,0.256019043,-3.847242056,MIMAT0028050|MIMAT0028051
MI0004118,-2.692264225,-0.910205452,-2.172367141,0.043500237,0.257655248,-3.899365694,MIMAT0005460|MIMAT0017231
MI0021868,-2.679386283,-0.325672726,-2.177199342,0.043085527,0.257655248,-3.876178383,MIMAT0025083
MI0014696,-2.155620239,6.040561761,-2.172654763,0.04347545,0.257655248,-3.997419519,MIMAT0015640
MI0000726,1.228843356,7.193348962,2.182077699,0.042670536,0.257655248,-4.029478438,MIMAT0000140_1|MIMAT0017069
MI0004132,-2.991834865,6.783543485,-2.154927623,0.045027519,0.260965945,-4.06125236,MIMAT0014804|MIMAT0010560
MI0000694,2.109409021,2.551005894,2.156056312,0.044927208,0.260965945,-3.913125539,MIMAT0004663|MIMAT0000657
MI0000151,1.766471171,11.86757737,2.121556592,0.048087422,0.275735325,-4.359704032,MIMAT0000135|MIMAT0004528
MI0000243,2.16573931,2.450474931,2.116031971,0.048611911,0.275808631,-3.982486658,MIMAT0004545|MIMAT0000233
MI0022902,-2.532968413,-0.349366235,-2.073322366,0.052845571,0.293647039,-4.047860192,MIMAT0028010|MIMAT0028011
MI0014024,-2.095430379,1.431645276,-2.077989242,0.0523672,0.293647039,-4.016941004,MIMAT0014830|MIMAT0014831
MI0016963,-3.324025896,0.475266562,-2.040805407,0.056290034,0.2974542,-4.085604565,MIMAT0019336
MI0022894,-2.993241595,0.250285435,-2.046874485,0.055632139,0.2974542,-4.075023791,MIMAT0027994|MIMAT0027995
MI0022757,-2.807325998,-0.025194618,-2.061166666,0.05411022,0.2974542,-4.056854094,MIMAT0027720|MIMAT0027721
MI0000230,-1.564813301,3.703569452,-2.044638002,0.055873764,0.2974542,-4.118345107,MIMAT0000217|MIMAT0004541
MI0000173,0.8604538,13.48679025,2.047075956,0.055610419,0.2974542,-4.561907618,MIMAT0004536|MIMAT0000161
MI0014040,-3.025348456,1.400181076,-2.016234246,0.059025936,0.303184929,-4.127392146,MIMAT0014862|MIMAT0014863
MI0022896,-2.797988806,0.634338695,-2.002161083,0.060646326,0.303184929,-4.143331189,MIMAT0027998|MIMAT0027999
MI0022872,-2.658632556,-0.290786386,-1.993918588,0.061613834,0.303184929,-4.17155424,MIMAT0027950|MIMAT0027951
MI0021949,-2.364198622,-0.302003435,-2.002352302,0.060624043,0.303184929,-4.159965808,MIMAT0025165
MI0014031,-1.915005049,2.608094257,-2.000902524,0.060793167,0.303184929,-4.154370055,MIMAT0014844|MIMAT0014845
MI0005496,1.186708299,7.963627203,1.990642239,0.062002248,0.303184929,-4.390599816,MIMAT0017273|MIMAT0004869
MI0014082,1.721946299,0.270249322,1.990062359,0.062071222,0.303184929,-4.187807554,MIMAT0014899|MIMAT0014900
MI0005450,1.855981816,3.311777962,1.986997044,0.062436971,0.303184929,-4.19224152,MIMAT0004324|MIMAT0017264
MI0004665,2.715536644,12.38663882,2.022321795,0.058337169,0.303184929,-4.546818269,MIMAT0003475|MIMAT0004826
MI0000643,1.244699449,10.27198876,1.976014362,0.063763331,0.306861029,-4.531918045,MIMAT0000609|MIMAT0017042
MI0000703,1.541020283,7.624512374,1.970437622,0.064446442,0.307403826,-4.405246852,MIMAT0017056|MIMAT0000665
MI0005553,-2.191548515,8.918617146,-1.958094595,0.065981722,0.311966213,-4.497133882,MIMAT0004861|MIMAT0004862
MI0025021,1.881789373,1.029098596,1.938080642,0.068540699,0.321247278,-4.271939476,MIMAT0029866|MIMAT0029867
MI0022846,-2.060564009,1.008917753,-1.915959139,0.071471766,0.332097256,-4.272256724,MIMAT0027898|MIMAT0027899
MI0022875,-2.13372237,-0.508712949,-1.902233329,0.073345959,0.332214048,-4.323382747,MIMAT0027956|MIMAT0027957
MI0004125,1.560672974,4.399494895,1.903623451,0.073154179,0.332214048,-4.356724631,MIMAT0003727|MIMAT0003728
MI0022845,1.775227967,0.422678014,1.90715713,0.072668678,0.332214048,-4.317992389,MIMAT0027896|MIMAT0027897
MI0022897,-2.80436677,0.306187817,-1.893858457,0.074510815,0.334677742,-4.312443549,MIMAT0028000|MIMAT0028001
MI0018008,-2.482163719,2.691353572,-1.884189737,0.075875997,0.337993077,-4.340814828,MIMAT0020607
MI0000144,1.184901516,12.38519748,1.860403169,0.079329168,0.350478866,-4.821991229,MIMAT0000128|MIMAT0000129
MI0022754,-2.162347151,-0.342464935,-1.855486695,0.080059965,0.35070769,-4.391003837,MIMAT0027714|MIMAT0027715
MI0022775,-1.658242612,1.077248966,-1.851331076,0.080682289,0.35070769,-4.367894013,MIMAT0027756|MIMAT0027757
MI0006282,-2.356719481,0.751988667,-1.840166936,0.082375317,0.355202365,-4.389660887,MIMAT0017325|MIMAT0005834
MI0018033,-1.89210212,6.12140235,-1.832179774,0.08360566,0.357646433,-4.552790596,MIMAT0020632
MI0022357,2.023148992,4.382355978,1.795608128,0.089447442,0.379623397,-4.518872947,MIMAT0025587
MI0025039,-2.889232127,2.088489597,-1.789830875,0.090402201,0.380525992,-4.475977947,MIMAT0029902|MIMAT0029903
MI0023732,1.432391824,-0.397555915,1.785809118,0.091072083,0.380525992,-4.506227727,MIMAT0028442|MIMAT0028443
MI0022866,-1.881998838,1.38678556,-1.779782086,0.09208408,0.380741701,-4.473879681,MIMAT0027938|MIMAT0027939
MI0009950,1.499592834,0.333729967,1.777106435,0.09253648,0.380741701,-4.511410359,MIMAT0009426|MIMAT0017348
MI0026052,-1.628599289,-0.724273446,-1.772158552,0.093378172,0.381294201,-4.530092886,MIMAT0031426
MI0022932,-2.546088063,0.623434805,-1.755352874,0.096286943,0.387303449,-4.514838297,MIMAT0028070|MIMAT0028071
MI0009949,-1.776707208,4.873516227,-1.756326086,0.096116375,0.387303449,-4.606599782,MIMAT0009425
MI0012531,-1.193400093,8.097648605,-1.741088261,0.098817303,0.394311867,-4.795958821,MIMAT0017353|MIMAT0012774
MI0000408,0.769307236,10.25986949,1.737335896,0.099492419,0.394311867,-4.910944369,MIMAT0004583|MIMAT0000387
MI0018031,-2.8818449,1.676406458,-1.686958968,0.108949314,0.395256025,-4.621097258,MIMAT0020630
MI0022916,-2.699069603,1.524320631,-1.693257245,0.107726222,0.395256025,-4.607749718,MIMAT0028038|MIMAT0028039
MI0022860,-2.455791228,1.14566992,-1.730296528,0.100769698,0.395256025,-4.549945188,MIMAT0027926|MIMAT0027927
MI0026036,-2.089750814,10.6744967,-1.683924477,0.109542838,0.395256025,-5.013437687,MIMAT0031410
MI0014107,-1.741822517,0.714450013,-1.694433787,0.107499056,0.395256025,-4.601217534,MIMAT0014951|MIMAT0014952
MI0000228,0.77498122,11.62523603,1.696578077,0.107086096,0.395256025,-5.04131115,MIMAT0000215|MIMAT0004540
MI0000560,0.986856689,14.0191203,1.727858111,0.101215438,0.395256025,-5.101067193,MIMAT0000523|MIMAT0005439
MI0000588,1.107589874,10.85724631,1.707911028,0.104926113,0.395256025,-4.985234128,MIMAT0000546_1|MIMAT0017025
MI0000140,1.182695804,8.179214865,1.68161181,0.109997039,0.395256025,-4.882098682,MIMAT0000124|MIMAT0004521
MI0025024,1.249686816,-0.727048027,1.68747578,0.108848505,0.395256025,-4.653471885,MIMAT0029872|MIMAT0029873
MI0022783,1.359749909,-0.445732596,1.711837175,0.104186616,0.395256025,-4.614292941,MIMAT0027772|MIMAT0027773
MI0001164,1.577923417,0.327958056,1.685749765,0.109185494,0.395256025,-4.642938321,MIMAT0017173|MIMAT0001094
MI0014108,1.666299392,3.931105314,1.704262111,0.105617441,0.395256025,-4.634647018,MIMAT0014953|MIMAT0014954
MI0026023,2.188861248,2.596570725,1.702909331,0.105874735,0.395256025,-4.611264186,MIMAT0031397
MI0000587,1.085530736,10.84980936,1.673594026,0.111584227,0.395683541,-5.036019673,MIMAT0017024|MIMAT0000546
MI0014039,2.050220865,2.087253927,1.67487099,0.111330135,0.395683541,-4.663162051,MIMAT0014860|MIMAT0014861
MI0024986,-2.735533351,1.448553933,-1.667791917,0.112744996,0.397186619,-4.642688274,MIMAT0029798|MIMAT0029799
MI0018016,-2.222157502,4.589514287,-1.641736941,0.118085595,0.400845145,-4.762186088,MIMAT0020615|MIMAT0022985
MI0022769,-2.205391713,3.33721186,-1.656038148,0.115128122,0.400845145,-4.694438893,MIMAT0027744|MIMAT0027745
MI0022768,-1.587427282,0.668295751,-1.640971959,0.118245599,0.400845145,-4.677584873,MIMAT0027742|MIMAT0027743
MI0000157,1.298008572,0.588771653,1.649727731,0.11642523,0.400845145,-4.690534618,MIMAT0000142|MIMAT0000143
MI0000609,1.400002185,5.034704153,1.646145239,0.117167142,0.400845145,-4.767433887,MIMAT0004643|MIMAT0000571
MI0019188,1.766298245,1.22223354,1.641443813,0.118146884,0.400845145,-4.707178195,MIMAT0022367|MIMAT0022368
MI0022931,-2.516518064,1.024103022,-1.613071326,0.124208555,0.41646783,-4.714962031,MIMAT0028068|MIMAT0028069
MI0000559,0.930654435,14.04117688,1.612196903,0.124399482,0.41646783,-5.274521675,MIMAT0000523_1|MIMAT0004622
MI0000235,-1.270623963,5.555290001,-1.586611013,0.130096942,0.428736547,-4.881368433,MIMAT0004544|MIMAT0000223
MI0004688,1.428257942,0.936534227,1.589770946,0.129381593,0.428736547,-4.775532915,MIMAT0003494
MI0009919,1.795567574,2.203743306,1.585054843,0.130450452,0.428736547,-4.773536241,MIMAT0009393|MIMAT0017340
MI0021956,-1.676499217,2.157704001,-1.546608452,0.139443989,0.455262558,-4.801845318,MIMAT0025173|MIMAT0025174
MI0014027,1.198038096,4.758366618,1.543427667,0.140210732,0.455262558,-4.896120963,MIMAT0014836|MIMAT0014837
MI0022828,-2.138883445,-0.574251366,-1.535424875,0.142155417,0.458812994,-4.852245371,MIMAT0027862|MIMAT0027863
MI0000244,1.487152092,0.499318973,1.530778127,0.14329486,0.459737677,-4.853686793,MIMAT0000234|MIMAT0017001
MI0000237,-1.411596096,4.012023176,-1.51776392,0.146526628,0.464575604,-4.906041167,MIMAT0000225|MIMAT0017000
MI0000146,1.050687951,11.2281305,1.52054601,0.145830722,0.464575604,-5.27356921,MIMAT0000131|MIMAT0016981
MI0022745,-1.894644102,0.505754861,-1.506442368,0.149387065,0.470875017,-4.859364312,MIMAT0027696|MIMAT0027697
MI0000684,0.809865566,8.908213435,1.498271814,0.151479991,0.471952111,-5.182300927,MIMAT0017048|MIMAT0000647
MI0000156,2.100120614,3.055235246,1.501027353,0.150771453,0.471952111,-4.893760178,MIMAT0016983|MIMAT0000141
MI0009992,1.089974156,7.672284737,1.494167528,0.152540435,0.472524682,-5.117397063,MIMAT0009458|MIMAT0017351
MI0000619,1.287243788,4.643430289,1.482902799,0.155482488,0.47616512,-4.969923657,MIMAT0004647|MIMAT0000582
MI0016974,1.673887893,1.902743641,1.48595417,0.154680969,0.47616512,-4.9010495,MIMAT0019349
MI0024993,-2.176749347,0.599078537,-1.461144977,0.161297333,0.477688256,-4.914639974,MIMAT0029812|MIMAT0029813
MI0022762,-2.086294579,-0.353160586,-1.463578283,0.160638292,0.477688256,-4.936769852,MIMAT0027730|MIMAT0027731
MI0022895,-1.894467393,-0.330105653,-1.461340048,0.161244418,0.477688256,-4.941843846,MIMAT0027996|MIMAT0027997
MI0004611,0.839991777,9.216217927,1.463533627,0.160650367,0.477688256,-5.245117017,MIMAT0003740|MIMAT0003741
MI0014042,1.237890647,0.252929335,1.475743318,0.157376539,0.477688256,-4.926478412,MIMAT0014866|MIMAT0014867
MI0004679,1.938932272,2.655229083,1.462179875,0.161016769,0.477688256,-4.934392757,MIMAT0003485|MIMAT0003742
MI0022787,-1.973271346,-0.016225966,-1.449311308,0.164534037,0.480320385,-4.945532283,MIMAT0027780|MIMAT0027781
MI0009936,-1.850254919,1.303069407,-1.436672247,0.168049449,0.480320385,-4.93868381,MIMAT0009412
MI0005518,0.733273261,7.826728573,1.436694038,0.168043335,0.480320385,-5.202621345,MIMAT0004893|MIMAT0004894
MI0006306,0.847328015,10.16055506,1.435338247,0.168424031,0.480320385,-5.33294318,MIMAT0005859|MIMAT0017332
MI0000158,0.901823816,6.635303525,1.447444468,0.165049465,0.480320385,-5.119839603,MIMAT0016984|MIMAT0000144
MI0006127,1.284937515,7.266165803,1.439593151,0.167231639,0.480320385,-5.1656368,MIMAT0005291|MIMAT0005292
MI0005478,1.406121737,1.774935579,1.43816822,0.167630192,0.480320385,-4.957844917,MIMAT0004852|MIMAT0017267
MI0000556,0.739657008,11.59016897,1.415278422,0.174139136,0.494005232,-5.434144784,MIMAT0000521|MIMAT0004620
MI0022882,-1.343591556,0.839922637,-1.407181992,0.176489933,0.498052742,-4.979479372,MIMAT0027970|MIMAT0027971
MI0000557,0.736289996,11.56660015,1.402821685,0.177766543,0.499042535,-5.449119491,MIMAT0000521_1|MIMAT0017015
MI0006292,-1.500861261,1.076061314,-1.385205383,0.183000352,0.508439122,-5.001654435,MIMAT0005845
MI0003206,0.872364426,10.25199538,1.386790458,0.182524405,0.508439122,-5.401118282,MIMAT0002889|MIMAT0004781
MI0000733,-1.083718686,5.146105725,-1.381173261,0.184215569,0.509190726,-5.128437622,MIMAT0000224_1|MIMAT0017073
MI0025011,-1.743999837,0.952479974,-1.377878135,0.185213474,0.509337053,-5.012494452,MIMAT0029848|MIMAT0029849
MI0005479,1.61142333,0.156562394,1.368142706,0.188187139,0.514887654,-5.062575337,MIMAT0017268|MIMAT0004853
MI0026021,-1.334690928,2.077269929,-1.363016549,0.189768209,0.516591236,-5.030371985,MIMAT0031395
MI0000729,-2.520299347,4.974275613,-1.351497317,0.19335985,0.518512234,-5.160657989,MIMAT0000677_1|MIMAT0017070
MI0022919,-2.042468648,1.235608062,-1.353644912,0.192686159,0.518512234,-5.042345489,MIMAT0028044|MIMAT0028045
MI0022966,-1.720649277,-0.627401913,-1.353727237,0.192660372,0.518512234,-5.08833042,MIMAT0028127|MIMAT0028128
MI0022969,-1.949339185,1.427837858,-1.331215189,0.199815165,0.526288437,-5.067173468,MIMAT0028133|MIMAT0028134
